epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,2843.32,0.31914,0.26044,0.95115,0.99794,0.97273,0.99373,0.97353,0.17928,0.17853,0.6192,0.0001982,0.0001982,0.0001982
184,3024.98,0.32409,0.26913,0.96099,0.9974,0.97273,0.99334,0.97132,0.17887,0.18073,0.61968,0.0001883,0.0001883,0.0001883
185,3214.48,0.31323,0.26009,0.95252,0.99791,0.97273,0.99349,0.97165,0.17865,0.17609,0.61783,0.0001784,0.0001784,0.0001784
186,3405.72,0.31259,0.25829,0.95622,0.99796,0.97273,0.99348,0.97131,0.17909,0.17823,0.61943,0.0001685,0.0001685,0.0001685
187,3596.26,0.30482,0.2536,0.94441,0.99811,0.97273,0.99348,0.97238,0.1777,0.19016,0.61848,0.0001586,0.0001586,0.0001586
188,3781.82,0.29815,0.24586,0.93728,0.99794,0.97273,0.99365,0.96987,0.17687,0.18388,0.61728,0.0001487,0.0001487,0.0001487
189,3965.23,0.31595,0.25877,0.95367,0.99822,0.97273,0.99343,0.97039,0.17698,0.17585,0.61756,0.0001388,0.0001388,0.0001388
190,4149.05,0.31998,0.2637,0.96065,0.99826,0.97273,0.99359,0.97138,0.17501,0.16795,0.61717,0.0001289,0.0001289,0.0001289
191,4341.77,0.2379,0.2014,0.84202,0.998,0.97273,0.99303,0.9685,0.17863,0.20213,0.61822,0.000119,0.000119,0.000119
192,4530.59,0.23069,0.19016,0.84101,0.99843,0.97273,0.99343,0.96935,0.17976,0.20517,0.61822,0.0001091,0.0001091,0.0001091
193,4720.26,0.25272,0.20141,0.84416,0.99855,0.97273,0.99357,0.97037,0.17735,0.19953,0.6163,9.92e-05,9.92e-05,9.92e-05
194,4907.22,0.22334,0.17705,0.82953,0.99819,0.97273,0.99355,0.97006,0.17742,0.19369,0.61558,8.93e-05,8.93e-05,8.93e-05
195,5095.44,0.22635,0.17749,0.83227,0.99794,0.97273,0.99371,0.96985,0.17641,0.19826,0.61491,7.94e-05,7.94e-05,7.94e-05
196,5282.3,0.22929,0.17436,0.83794,0.99756,0.97273,0.99355,0.96958,0.17641,0.20483,0.61459,6.95e-05,6.95e-05,6.95e-05
197,5471.31,0.22268,0.18059,0.822,0.99752,0.97273,0.99364,0.96917,0.17669,0.1977,0.61491,5.96e-05,5.96e-05,5.96e-05
198,5659.46,0.21924,0.17466,0.83345,0.99801,0.97273,0.9935,0.96797,0.17728,0.19084,0.61574,4.97e-05,4.97e-05,4.97e-05
199,5848.51,0.22017,0.17713,0.82671,0.99837,0.97273,0.99343,0.9685,0.17754,0.18796,0.61698,3.98e-05,3.98e-05,3.98e-05
200,6038.41,0.21952,0.17211,0.83587,0.99838,0.97273,0.99343,0.9687,0.17813,0.18884,0.6176,2.99e-05,2.99e-05,2.99e-05
