epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,1e-04,,0.01,,
0.0,10000.0,54.0,45.0,10000.0,185.18518,50.0,50.0,-0.02305408,9.90784e-05,,0.00991,2.6067271,
0.0,20000.0,90.0,95.0,20000.0,222.22223,75.0,62.5,-0.014615729,9.80544e-05,,0.00982,2.3726902,
0.0,30000.0,127.0,145.0,30000.0,236.22047,0.0,41.666668,0.034440793,9.70304e-05,,0.00973,1.7254033,
0.0,40000.0,156.0,195.0,40000.0,256.41025,50.0,43.75,-0.015751537,9.60064e-05,,0.00964,1.8779869,
0.0,50000.0,188.0,240.0,50000.0,265.95746,50.0,45.0,0.017338824,9.50848e-05,,0.00955,2.4442043,
0.0,60000.0,227.0,290.0,60000.0,264.31717,100.0,54.166668,-0.042928286,9.40608e-05,,0.00946,2.3071127,
0.0,70000.0,256.0,340.0,70000.0,273.4375,100.0,60.714287,-0.017529942,9.30368e-05,,0.00937,2.706689,
0.0,80000.0,295.0,390.0,80000.0,271.18643,25.0,56.25,-0.016176865,9.20128e-05,,0.00928,2.560771,
0.0,90000.0,324.0,435.0,90000.0,277.77777,175.0,69.44444,-0.017442463,9.10912e-05,,0.00919,2.6908937,
0.0,100000.0,356.0,485.0,100000.0,280.89886,50.0,67.5,-0.04751252,9.00672e-05,,0.0091,2.2544951,
0.0,110000.0,394.0,535.0,110000.0,279.1878,0.0,61.363636,0.002312985,8.90432e-05,,0.00901,2.3449905,
0.0,120000.0,425.0,585.0,120000.0,282.35294,75.0,62.5,-0.030228995,8.80192e-05,,0.00892,2.7146428,
0.0,130000.0,464.0,630.0,130000.0,280.17242,25.0,59.615383,-0.011690801,8.70976e-05,,0.00883,2.6991374,
0.0,140000.0,495.0,680.0,140000.0,282.82828,75.0,60.714287,-0.02351249,8.60736e-05,,0.00874,2.7952094,
0.0,150000.0,524.0,730.0,150000.0,286.25955,100.0,63.333332,-0.040674236,8.50496e-05,,0.00865,2.7731223,
0.0,160000.0,566.0,780.0,160000.0,282.68552,25.0,60.9375,-0.01853339,8.40256e-05,,0.00856,2.7364779,
0.0,170000.0,595.0,830.0,170000.0,285.7143,75.0,61.764706,-0.012394575,8.30016e-05,,0.00847,2.81008,
0.0,180000.0,637.0,875.0,180000.0,282.57455,0.0,58.333332,-0.026516683,8.208e-05,,0.00838,2.8367085,
0.0,190000.0,665.0,925.0,190000.0,285.7143,25.0,56.57895,-0.017683785,8.1056e-05,,0.00829,2.790159,
0.0,200000.0,696.0,975.0,200000.0,287.35632,50.0,56.25,-0.019911338,8.0032e-05,,0.0082,2.7589262,
0.0,210000.0,735.0,1025.0,210000.0,285.7143,50.0,55.95238,-0.018921763,7.9008e-05,,0.00811,2.8018565,
0.0,220000.0,763.0,1070.0,220000.0,288.3355,50.0,55.68182,-0.025327317,7.80864e-05,,0.00802,2.8365464,
0.0,230000.0,802.0,1120.0,230000.0,286.78305,100.0,57.608696,-0.028010134,7.70624e-05,,0.00793,2.8133183,
0.0,240000.0,833.0,1170.0,240000.0,288.11523,150.0,61.458332,-0.008514045,7.60384e-05,,0.00784,2.813028,
0.0,250000.0,861.0,1220.0,250000.0,290.36005,25.0,60.0,-0.029310215,7.50144e-05,,0.00775,2.8141174,
0.0,260000.0,904.0,1265.0,260000.0,287.61063,100.0,61.53846,-0.04963208,7.40928e-05,,0.00766,2.7449048,
0.0,270000.0,933.0,1315.0,270000.0,289.38907,0.0,59.25926,-0.018235752,7.30688e-05,,0.00757,2.7979581,
0.0,280000.0,975.0,1365.0,280000.0,287.17947,75.0,59.82143,-0.03908055,7.20448e-05,,0.00748,2.8077388,
