epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,1e-04,,0.01,,
0.0,10000.0,464.0,310.0,10000.0,21.551723,25.0,25.0,-0.028907098,1e-04,,0.00991,2.890318,
0.0,20000.0,926.0,625.0,20000.0,21.598272,100.0,62.5,-0.045823157,1e-04,,0.00982,2.8901582,
0.0,30000.0,1374.0,935.0,30000.0,21.83406,75.0,66.666664,-0.03492633,1e-04,,0.00973,2.8902493,
0.0,40000.0,1794.0,1250.0,40000.0,22.296543,25.0,56.25,-0.03651721,1e-04,,0.00964,2.8900278,
0.0,50000.0,2215.0,1560.0,50000.0,22.573364,50.0,55.0,-0.03320532,1e-04,,0.00955,2.8901577,
0.0,60000.0,2656.0,1875.0,60000.0,22.59036,75.0,58.333332,-0.03722281,1e-04,,0.00946,2.8901541,
