epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,1e-04,,0.01,,
0.0,10000.0,458.0,310.0,10000.0,21.83406,25.0,25.0,-0.033108894,1e-04,,0.00991,2.8903174,
0.0,20000.0,871.0,625.0,20000.0,22.962112,50.0,37.5,-0.03479422,1e-04,,0.00982,2.890279,
0.0,30000.0,1318.0,935.0,30000.0,22.76176,25.0,33.333332,-0.03760639,1e-04,,0.00973,2.8902545,
0.0,40000.0,1730.0,1250.0,40000.0,23.121387,25.0,31.25,-0.03263055,1e-04,,0.00964,2.8902078,
0.0,50000.0,2184.0,1560.0,50000.0,22.893772,100.0,45.0,-0.035014722,1e-04,,0.00955,2.8901637,
0.0,60000.0,2661.0,1875.0,60000.0,22.547915,0.0,37.5,-0.03501888,1e-04,,0.00946,2.8901544,
