epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,1e-04,,0.01,,
0.0,10000.0,483.0,310.0,10000.0,20.703934,50.0,50.0,-0.035571866,1e-04,,0.00991,2.8903055,
0.0,20000.0,916.0,625.0,20000.0,21.83406,100.0,75.0,-0.05041334,1e-04,,0.00982,2.8902156,
0.0,30000.0,1367.0,935.0,30000.0,21.945868,50.0,66.666664,-0.03370225,1e-04,,0.00973,2.890256,
0.0,40000.0,1819.0,1250.0,40000.0,21.990105,25.0,56.25,-0.032667574,1e-04,,0.00964,2.8901782,
0.0,50000.0,2202.0,1560.0,50000.0,22.70663,75.0,60.0,-0.03170306,1e-04,,0.00955,2.8901715,
0.0,60000.0,2647.0,1875.0,60000.0,22.66717,25.0,54.166668,-0.037591778,1e-04,,0.00946,2.8901398,
